region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,longmon,longten,internet,ebill,loglong,logequi,logcard,logwire,lninc,custcat,churn
1,71,47,1,23,142,1,30,0,0,2,32.2,2237.35,0,0,3.471966453,,4.40976339,,4.955827058,2,0
2,7,37,0,5,57,4,1,0,0,1,3.8,23.9,0,0,1.335001067,,,,4.043051268,1,0
1,63,29,0,10,20,3,7,0,0,2,13.3,867.9,1,1,2.587764035,4.132763672,2.302585093,4.566948973,2.995732274,4,0
2,53,57,0,25,37,1,7,0,0,1,7.7,363.95,0,0,2.041220329,,2.224623552,,3.610917913,2,0
2,50,52,1,17,36,4,16,0,0,4,11.95,616.25,0,1,2.480731278,,3.871201011,4.452601587,3.583518938,4,0
2,39,31,1,6,24,4,2,0,0,2,13.9,505.55,0,1,2.63188884,3.505557397,2.803360381,,3.17805383,4,0
3,16,19,0,0,21,2,0,0,1,1,5.25,70.25,0,0,1.658228077,,,,3.044522438,1,0
3,43,51,1,15,186,3,25,0,0,2,18.9,856.3,0,0,2.939161922,,3.008154794,4.08007659,5.225746674,4,0
3,44,31,0,12,30,1,7,0,1,3,8,317.9,0,0,2.079441542,,2.564949357,,3.401197382,1,0
2,72,66,1,43,96,2,16,0,1,2,35.15,2537.65,0,1,3.559624618,,3.068052935,3.925925911,4.564348191,4,0
3,61,76,0,39,15,1,29,1,0,1,18.6,1168.45,0,0,2.923161581,,3.17805383,,2.708050201,3,0
3,43,21,1,1,25,1,4,0,0,4,7.6,334.45,1,0,2.028148247,,,,3.218875825,2,1
3,24,39,0,11,49,3,7,0,1,1,7.45,177.2,1,0,2.008214032,3.430756184,,,3.891820298,1,0
3,64,45,0,4,38,2,7,0,1,1,13.75,918,0,0,2.621038824,,2.327277706,,3.63758616,3,1
2,64,38,0,0,29,2,2,0,0,2,17.5,1114.45,0,0,2.862200881,,2.818398258,,3.36729583,2,0
1,24,26,0,7,55,2,7,0,1,1,7.6,175.8,0,0,2.028148247,,,,4.007333185,1,0
3,33,55,1,21,64,3,10,0,1,3,5.15,163.05,0,0,1.638996715,,3.208825489,,4.158883083,1,0
2,33,33,1,12,42,4,7,0,1,5,8.8,305.75,0,0,2.174751721,3.432372999,3.135494216,3.150596984,3.737669618,2,0
1,2,40,0,9,134,4,2,0,0,1,3.9,4.6,1,1,1.360976553,3.169685581,,,4.8978398,1,0
2,42,48,1,22,82,1,21,0,1,5,9.3,459,1,1,2.2300144,,2.833213344,,4.406719247,4,0
1,52,54,1,5,153,5,10,0,0,2,11.05,555.85,1,1,2.402430428,3.591817741,,3.406184923,5.030437921,2,1
1,45,66,0,43,144,2,13,0,1,1,7.75,338.8,1,0,2.047692843,,2.564949357,,4.9698133,2,0
3,3,25,0,4,22,4,0,0,0,2,2.85,7.5,1,1,1.047318994,3.341093458,2.970414466,,3.091042453,4,1
2,37,53,1,16,35,1,16,0,1,4,21.3,788.25,0,0,3.058707073,,,,3.555348061,3,0
2,28,57,0,33,82,4,22,0,1,1,4.05,71.5,1,1,1.398716881,3.448398983,,,4.406719247,2,1
3,40,63,1,9,61,1,22,0,0,2,10.9,470.9,0,0,2.388762789,,3.713572067,,4.110873864,1,0
2,37,33,0,1,102,2,12,0,0,1,16.3,646.7,1,1,2.791165108,3.507057772,2.327277706,3.634951112,4.624972813,4,0
3,7,27,0,5,31,3,4,0,0,5,4.15,30.8,1,1,1.423108334,3.829727763,,3.734091797,3.433987204,4,1
1,71,56,0,23,170,1,30,0,1,1,14.2,1001.2,0,0,2.653241965,,3.401197382,,5.135798437,4,0
2,19,46,0,11,26,2,0,0,1,1,6.05,121.7,1,1,1.800058272,,1.609437912,,3.258096538,1,0
2,61,40,0,15,85,3,15,0,1,1,13.65,831.15,0,1,2.613739522,,3.124565145,,4.442651256,3,0
3,70,53,1,16,183,2,35,0,1,2,32.9,2234.9,0,0,3.493472658,,2.708050201,,5.209486153,2,0
2,60,55,1,13,67,1,18,0,1,2,10.75,697.7,0,0,2.374905755,,2.691243083,,4.204692619,1,0
3,48,45,1,5,42,1,11,0,1,2,9.25,435.6,0,0,2.224623552,,,,3.737669618,1,0
1,8,63,1,1,31,1,9,0,0,2,2.25,16.8,0,0,0.810930216,,2.420368129,,3.433987204,3,0
2,58,58,1,10,96,2,17,0,0,4,12.5,710.8,0,0,2.525728644,,,,4.564348191,3,0
1,16,24,1,5,24,3,2,0,0,5,9.4,124.2,0,0,2.240709689,,2.691243083,,3.17805383,3,0
2,33,33,0,4,53,2,14,0,1,1,5.05,145.85,0,0,1.619388243,,,,3.970291914,1,0
2,39,25,0,4,18,1,0,0,1,1,6.75,242.7,0,0,1.909542505,,,,2.890371758,3,0
1,62,51,0,10,43,4,19,0,0,2,27.15,1632.4,1,1,3.301377046,3.75419892,2.833213344,3.717223927,3.761200116,2,0
1,50,34,0,10,104,3,9,0,0,1,27.5,1444.45,1,1,3.314186005,3.953164949,3.008154794,3.869115504,4.644390899,4,0
2,48,55,0,31,26,1,1,0,0,1,12.15,606.1,0,0,2.49732917,,,,3.258096538,1,0
3,31,62,0,5,56,2,26,0,1,1,4.3,123.5,0,0,1.458615023,,2.621038824,,4.025351691,3,0
2,65,33,1,9,49,2,6,0,0,5,42.9,2706.8,0,0,3.758871826,,2.862200881,,3.891820298,2,0
1,36,58,0,34,80,1,21,0,1,1,8.5,298.25,0,0,2.140066163,,2.140066163,,4.382026635,2,0
1,61,46,0,5,318,3,18,0,1,1,28.9,1796.7,0,0,3.363841595,,4.439705746,,5.762051383,3,0
2,48,42,0,21,35,4,5,0,0,1,12.9,589.35,0,0,2.557227311,,,,3.555348061,3,0
3,35,45,0,17,29,1,6,0,0,1,8.4,300.35,0,0,2.128231706,,,,3.36729583,1,0
1,51,28,0,8,43,5,1,0,0,5,11.15,623,1,1,2.411439498,4.352855257,2.995732274,4.386392092,3.761200116,4,0
2,49,51,1,5,80,5,3,0,0,2,5.75,285.4,1,1,1.749199855,3.946424432,3.583518938,3.602776755,4.382026635,4,1
1,35,39,1,11,30,3,2,0,1,3,6.85,224.85,0,0,1.924248652,,,,3.401197382,3,1
1,58,70,0,2,9,3,24,1,1,1,23.3,1384.45,1,0,3.148453361,3.878466222,3.392829132,3.559624618,2.197224577,2,0
1,23,35,1,0,23,2,1,0,0,5,6.7,153.9,0,0,1.902107526,,,,3.135494216,3,0
2,26,39,1,15,58,4,9,0,1,2,8.65,210.6,1,0,2.157559321,,1.871802177,2.978077338,4.060443011,3,0
1,38,37,1,1,52,1,20,0,1,4,12.2,532.55,0,0,2.501435952,,2.931193752,3.996364154,3.951243719,4,0
1,35,66,1,44,14,3,12,1,1,2,4.7,202.5,0,0,1.547562509,,,,2.63905733,3,0
2,37,50,0,9,110,2,21,0,1,1,9.65,364.05,0,0,2.266957915,,2.420368129,,4.700480366,3,0
2,48,43,1,1,60,2,12,0,0,2,15.5,719.7,0,0,2.740840024,3.387774361,3.449987546,,4.094344562,2,0
3,13,43,1,1,123,3,21,0,0,5,3.85,55.05,1,1,1.348073148,3.498021566,1.909542505,,4.812184355,4,0
1,72,63,1,29,15,5,31,1,0,2,20.6,1547.45,0,0,3.025291076,,3.442019376,,2.708050201,3,0
1,30,27,0,4,47,4,2,0,1,2,10.75,296.9,1,0,2.374905755,,3.056356895,,3.850147602,2,1
1,24,43,0,14,138,4,11,0,1,1,6.65,130.6,1,0,1.894616855,,2.079441542,3.2047769,4.927253685,3,0
2,25,51,1,20,359,3,29,0,0,2,5.75,163.75,0,0,1.749199855,3.668676747,3.701301974,3.063390922,5.883322388,4,0
2,50,52,0,30,214,3,22,0,0,1,11.5,610.35,1,1,2.442347035,3.706228092,2.48490665,3.877431561,5.365976015,4,0
2,28,40,0,7,64,1,19,0,0,1,6,167.65,0,0,1.791759469,,,,4.158883083,3,0
3,34,51,0,8,50,4,14,0,0,1,16.15,531.35,0,1,2.78192005,,2.756840365,,3.912023005,1,0
1,48,32,0,2,88,3,9,0,0,1,6.15,307.65,1,0,1.816452082,,3.392829132,3.801091445,4.477336814,4,0
2,42,36,1,8,86,2,15,0,1,2,9.8,436.45,0,0,2.282382386,3.421000009,,,4.454347296,2,0
3,67,65,1,30,17,1,29,1,1,2,21.7,1384.05,0,0,3.077312261,,2.48490665,,2.833213344,3,0
1,17,41,1,7,25,2,17,0,0,3,6.45,114.3,1,1,1.864080131,3.36729583,,,3.218875825,3,0
1,29,38,1,19,46,2,6,0,0,2,8.35,248.6,0,1,2.122261539,3.133317937,,,3.828641396,2,0
3,66,61,0,26,361,1,40,0,1,1,12.75,782,0,0,2.545531272,,3.650658241,,5.888877958,2,0
2,1,21,0,1,18,3,0,0,1,1,2.7,2.7,1,1,0.993251773,3.487375078,,,2.890371758,1,1
1,28,33,1,3,14,4,1,0,0,3,4.55,145.95,1,1,1.515127233,3.496507561,,3.175968324,2.63905733,4,1
1,15,35,1,5,34,3,8,0,0,2,5.15,110.55,1,1,1.638996715,3.240637317,,,3.526360525,2,1
2,12,64,0,13,9,2,6,1,1,1,3.8,52.85,1,1,1.335001067,3.490428515,2.140066163,,2.197224577,3,0
3,48,49,0,18,39,2,5,0,1,1,7,399.75,0,0,1.945910149,3.756538103,3.157000421,3.425889994,3.663561646,4,1
2,59,25,1,4,18,3,2,0,0,4,20.1,1251.4,0,0,3.000719815,3.482777369,3.124565145,,2.890371758,1,0
3,8,26,1,1,25,4,1,0,0,2,3.15,29.9,1,1,1.147402453,2.998229154,,,3.218875825,1,1
1,45,52,0,15,46,5,8,0,1,1,9.4,402.1,0,1,2.240709689,,2.1690537,,3.828641396,2,1
1,25,39,1,8,94,4,11,0,1,4,3.95,95.2,0,0,1.373715579,3.425889994,,,4.543294782,2,1
1,21,44,1,4,26,3,2,0,0,2,7.55,160.65,1,0,2.021547563,3.745968421,3.157000421,3.576550269,3.258096538,4,0
2,17,68,1,1,335,1,35,0,1,3,3.55,70.25,0,0,1.266947603,,3.375879574,3.328626689,5.814130532,4,0
2,41,45,0,14,25,3,6,0,0,1,7.8,370.8,1,1,2.054123734,3.747148362,2.63905733,3.144152279,3.218875825,1,1
1,13,45,1,3,99,3,8,0,1,2,8.7,103.4,1,0,2.163323026,,3.16758253,,4.59511985,3,1
2,1,26,1,3,30,2,7,0,1,5,1.05,1.05,0,1,0.048790164,2.734367509,,,3.401197382,1,1
3,3,31,1,4,35,2,2,0,1,3,4.35,11,1,1,1.470175845,3.527830033,,3.068052935,3.555348061,4,1
1,23,27,1,2,51,5,1,0,1,2,3.9,94.95,0,0,1.360976553,3.18428438,,,3.931825633,1,1
3,26,42,0,20,49,3,13,0,0,1,3.5,82.3,1,1,1.252762968,3.776203282,3.198673118,3.321432413,3.891820298,4,1
1,37,51,1,15,54,1,15,0,0,3,9.55,323.65,0,0,2.256541154,,2.1102132,,3.988984047,3,0
3,5,30,0,3,46,4,7,0,0,1,4.3,17.55,1,1,1.458615023,3.46885603,,,3.828641396,2,1
1,32,27,1,3,91,4,1,0,1,3,5.5,189.05,1,1,1.704748092,3.753027274,1.32175584,3.7208625,4.510859507,4,1
3,12,22,0,1,23,4,0,0,0,2,4.05,33.75,0,0,1.398716881,,,,3.135494216,1,0
1,72,54,1,6,345,1,32,0,0,2,75.45,5464.6,0,0,4.323470185,,2.90416508,,5.843544417,3,0
3,3,25,1,2,45,4,0,0,1,2,3,9.15,1,1,1.098612289,3.438814245,,,3.80666249,1,1
1,54,43,0,12,53,2,12,0,0,1,14.35,775.9,0,0,2.663749942,,2.818398258,,3.970291914,3,0
2,26,26,0,2,14,2,6,0,1,1,7.8,204.25,1,1,2.054123734,3.6558396,,3.328626689,2.63905733,4,1
3,14,36,0,13,67,5,4,0,1,1,14.05,187.4,1,0,2.642622396,3.222867846,,,4.204692619,1,0
3,22,51,0,27,49,3,1,0,0,1,9,150.7,0,1,2.197224577,3.416085994,2.862200881,,3.891820298,1,0
3,65,47,1,18,37,1,15,0,1,4,19.05,1174.6,0,0,2.947067102,,2.63905733,,3.610917913,1,0
3,26,45,0,18,33,1,9,0,0,1,9.6,285.35,0,0,2.261763098,,2.420368129,,3.496507561,1,0
1,20,37,0,5,46,3,10,0,1,4,4.9,91.55,1,1,1.589235205,3.797733859,1.832581464,3.722072421,3.828641396,4,0
2,67,60,1,32,93,1,21,0,0,4,18.85,1200.7,0,1,2.936512914,3.465735903,3.755369195,,4.532599493,2,0
1,34,55,0,2,48,2,11,0,0,1,4.25,143.35,0,0,1.446918983,,,,3.871201011,1,0
1,37,54,1,35,183,2,22,0,0,3,7.3,257.6,0,0,1.987874348,,2.014903021,,5.209486153,3,0
2,22,23,1,3,16,1,5,0,0,4,5.4,120.4,0,0,1.686398954,,2.140066163,,2.772588722,1,0
2,5,69,0,0,11,2,14,1,0,1,6.65,35.2,0,0,1.894616855,,2.079441542,,2.397895273,1,0
1,28,31,1,0,42,4,5,0,1,3,12.25,373.8,0,0,2.505525937,,,,3.737669618,3,0
1,20,41,1,7,67,4,14,0,1,4,7.25,149.1,0,0,1.981001469,,,,4.204692619,1,0
3,72,41,0,20,181,4,12,0,0,1,27.3,1963.95,1,1,3.306886702,4.239886868,2.047692843,3.958906591,5.198497031,4,0
2,30,43,0,18,53,4,6,0,0,1,7,232.9,1,1,1.945910149,3.288401888,,,3.970291914,1,0
3,71,52,0,17,172,2,32,0,0,1,49.25,3599.3,1,0,3.896909368,3.929862924,3.305053521,4.220977213,5.147494477,4,0
2,56,44,0,24,87,2,19,0,0,1,14.75,822.25,0,0,2.691243083,,2.788092909,,4.465908119,3,0
1,8,29,1,2,21,5,0,0,0,2,4.15,39.7,0,0,1.423108334,3.19047635,,,3.044522438,1,1
2,32,65,0,6,9,2,30,1,1,1,6.25,201.35,1,1,1.832581464,,,,2.197224577,2,0
2,46,47,0,22,144,3,22,0,1,2,3.5,179.95,0,0,1.252762968,,,,4.9698133,3,1
3,60,45,1,23,117,4,11,0,0,3,12.4,755.7,1,1,2.517696473,3.945457782,2.970414466,3.968403339,4.762173935,4,0
2,42,32,1,0,59,4,4,0,1,6,16.7,681.5,1,0,2.815408719,3.978746637,3.124565145,4.284964922,4.077537444,4,0
3,71,60,1,39,508,4,35,0,0,4,23.55,1665.6,0,0,3.15912582,,3.044522438,,6.230481448,4,0
2,72,63,1,40,222,2,43,1,1,2,81.55,5988.5,0,0,4.401216329,,2.740840024,,5.402677382,3,0
3,45,66,0,11,87,3,25,1,1,1,6.05,306.9,0,0,1.800058272,,3.056356895,,4.465908119,1,0
3,5,31,0,4,34,1,9,0,0,1,1.6,6.15,0,0,0.470003629,3.437207819,2.545531272,2.988204007,3.526360525,3,1
2,17,38,1,19,18,4,0,0,1,4,8.55,162.25,0,0,2.145931283,,,,2.890371758,2,0
2,70,55,0,12,65,3,24,0,0,1,26.7,1874.25,0,0,3.284663565,,3.020424886,,4.17438727,3,0
3,57,57,1,19,130,3,27,0,1,2,13.55,849,1,1,2.606386547,3.422632662,2.545531272,,4.86753445,2,0
1,20,33,0,13,44,3,8,0,1,1,6.4,124.45,0,1,1.85629799,3.369018483,,,3.784189634,2,0
1,72,52,1,21,63,1,24,0,0,3,41.95,3114.75,0,0,3.736478433,,3.504054767,,4.143134726,3,0
3,32,50,0,28,57,4,20,0,0,1,4.6,123,0,0,1.526056303,,3.630985476,3.157000421,4.043051268,3,0
3,22,57,1,7,264,1,35,0,1,2,3,68.35,0,0,1.098612289,,1.791759469,,5.575949103,3,0
2,6,24,0,2,28,1,5,0,0,2,4.4,35.1,0,0,1.481604541,,3.341093458,,3.33220451,3,1
3,32,23,1,2,26,3,1,0,1,6,11,325,1,0,2.397895273,3.437207819,3.341093458,,3.258096538,4,0
1,38,33,0,3,38,4,0,0,0,1,10.95,412.8,1,1,2.393339456,3.303216973,2.505525937,,3.63758616,2,0
1,53,35,0,15,59,3,5,0,1,1,16.85,888.45,0,0,2.824350657,,2.917770732,,4.077537444,3,0
3,37,76,0,38,117,4,21,0,1,1,7.5,273.7,0,0,2.014903021,,1.832581464,,4.762173935,1,0
1,47,35,1,13,70,4,9,0,1,2,10.75,551,1,1,2.374905755,3.858622229,,3.825375199,4.248495242,4,1
3,69,59,0,37,104,2,13,0,0,1,16,1120.75,0,0,2.772588722,,2.621038824,,4.644390899,3,0
3,63,56,0,17,71,3,18,0,1,1,18.4,1162.9,0,0,2.912350665,,3.208825489,,4.262679877,1,0
1,61,34,1,0,70,3,7,0,1,3,18.85,1230.7,1,1,2.936512914,3.950281718,2.931193752,3.856510295,4.248495242,4,1
1,56,38,1,8,56,4,10,0,0,2,25.1,1418.35,1,1,3.222867846,3.805550761,2.442347035,3.310543013,4.025351691,4,0
3,40,57,1,18,68,1,23,0,0,2,13.35,572.4,0,0,2.591516385,,,,4.219507705,3,0
2,61,45,0,21,80,2,13,0,1,1,18.1,1114.75,0,0,2.895911938,,3.562465529,,4.382026635,2,0
2,16,26,0,7,21,4,1,0,0,6,3.55,56.85,1,1,1.266947603,3.801091445,,3.42751469,3.044522438,4,0
2,7,43,0,4,69,3,5,0,1,1,4.45,36.85,0,0,1.492904096,,,,4.234106505,1,0
3,20,31,1,10,39,2,3,0,1,2,7.75,148.75,0,0,2.047692843,,,,3.663561646,1,0
2,35,38,0,7,90,2,18,0,0,4,6.8,245.95,1,1,1.916922612,,2.63905733,,4.49980967,2,0
1,60,37,1,12,64,5,1,0,1,2,14.85,978.35,0,0,2.697999865,,2.862200881,,4.158883083,2,0
2,47,25,0,2,28,2,6,0,0,1,7.75,315.9,0,1,2.047692843,3.559624618,2.833213344,3.438814245,3.33220451,4,0
2,33,28,1,3,24,2,0,0,1,6,7.5,224.25,0,1,2.014903021,,2.756840365,,3.17805383,1,0
3,12,34,0,2,44,2,7,0,0,1,4.05,48.85,0,0,1.398716881,,,,3.784189634,1,0
1,10,31,0,0,32,4,7,0,1,2,5.4,60.15,1,1,1.686398954,3.34462703,,,3.465735903,2,1
2,69,33,1,9,52,4,9,0,1,3,29.95,2142.8,0,0,3.399529325,,3.36729583,,3.951243719,3,0
1,23,20,0,1,15,3,0,0,1,1,7.5,199.65,0,0,2.014903021,,,,2.708050201,2,0
1,53,31,0,10,46,3,6,0,0,2,27.1,1408.35,1,0,3.299533728,3.749504076,3.624340933,,3.828641396,2,0
2,60,57,1,14,107,2,33,0,1,2,17.55,1035.2,0,0,2.86505395,,3.056356895,3.843744165,4.672828834,3,0
2,33,33,0,7,56,2,11,0,0,1,13.45,470.9,0,0,2.598979106,,2.772588722,,4.025351691,1,0
3,67,40,1,21,40,4,7,0,1,4,24.35,1585.85,1,1,3.19253185,3.841600541,2.724579503,3.62300671,3.688879454,4,0
3,15,38,1,5,56,3,13,0,0,3,5.4,76.75,0,0,1.686398954,,2.708050201,,4.025351691,3,0
3,64,31,1,5,46,2,7,0,1,4,24.15,1546.55,1,1,3.18428438,3.549617387,2.876385516,3.502549876,3.828641396,2,0
2,46,49,1,13,51,2,21,0,0,2,7.25,329.95,0,0,1.981001469,,3.079613758,,3.931825633,1,1
2,72,60,1,33,12,1,20,1,0,3,53.75,3776.1,0,0,3.984343667,,2.327277706,3.783052624,2.48490665,4,0
1,61,43,1,6,34,5,6,0,0,3,25.05,1541.9,1,1,3.220873828,4.039536326,3.488902962,3.931825633,3.526360525,4,1
3,54,27,0,3,27,2,6,0,1,5,12.4,660.85,1,1,2.517696473,3.877431561,1.749199855,3.772760938,3.295836866,4,0
3,28,36,0,3,42,3,7,0,1,1,12.9,363.65,1,0,2.557227311,,2.63905733,,3.737669618,3,0
2,28,38,0,8,119,5,2,0,0,3,5.05,141.95,1,1,1.619388243,3.848017675,,3.753027274,4.779123493,4,1
2,32,43,0,13,146,1,27,0,1,1,18.3,546.35,0,0,2.90690106,,2.740840024,2.859339649,4.983606622,3,0
2,52,46,0,17,51,2,13,0,1,3,12.5,638.7,0,0,2.525728644,,2.708050201,,3.931825633,2,0
1,48,62,0,33,86,1,22,1,1,1,16.35,729.3,0,1,2.794227897,3.662278772,2.931193752,3.421000009,4.454347296,3,0
3,52,42,1,17,27,3,8,0,1,2,19.65,1008.8,1,0,2.978077338,,2.983153491,,3.295836866,3,0
1,37,43,0,8,38,3,9,0,0,1,8.1,289.75,0,0,2.091864062,,,,3.63758616,2,0
1,41,52,0,26,928,3,29,0,0,3,7.65,344,0,0,2.034705648,,2.602689685,,6.833031733,3,0
2,43,27,1,3,21,2,1,0,1,3,12.65,558.85,0,0,2.537657215,,2.803360381,,3.044522438,2,0
3,67,60,0,24,24,1,6,0,1,1,25.1,1659.1,0,0,3.222867846,,3.068052935,,3.17805383,3,0
3,61,52,1,30,91,1,25,0,1,2,13.8,840.15,0,0,2.624668592,,3.850147602,,4.510859507,1,0
3,70,39,1,20,38,2,8,0,1,4,30.3,2201,0,0,3.411147713,,3.936715618,,3.63758616,3,0
3,44,32,1,1,96,4,5,0,1,4,5.25,213.45,1,1,1.658228077,4.126327608,2.1690537,4.056988776,4.564348191,4,0
3,46,45,0,12,96,3,17,0,0,1,10.95,504.3,1,1,2.393339456,3.198673118,2.277267285,,4.564348191,2,0
3,39,34,0,2,54,3,5,0,0,1,6.5,265.45,0,0,1.871802177,,2.583997552,,3.988984047,1,0
2,39,59,0,20,1668,4,27,0,1,1,8.2,303.95,1,0,2.104134154,,,,7.419380583,2,0
2,50,29,1,10,53,4,0,0,1,4,13.2,593.35,0,0,2.58021683,3.973118105,2.442347035,3.837299459,3.970291914,4,0
3,5,31,0,1,21,3,1,0,1,2,2.6,16.1,0,1,0.955511445,,,,3.044522438,1,1
2,10,34,0,1,52,5,3,0,1,1,4.3,47.45,1,1,1.458615023,3.482777369,,3.234749174,3.951243719,2,1
1,72,69,0,45,17,3,36,1,1,1,38.2,2751.65,0,0,3.642835516,,3.341093458,,2.833213344,2,0
2,68,60,0,40,262,2,39,0,1,1,31.6,2112.25,0,0,3.453157121,,3.258096538,,5.568344504,3,0
3,58,28,0,5,34,5,1,0,1,1,19.9,1144.6,1,1,2.990719732,3.730501129,3.16758253,,3.526360525,2,0
3,18,44,1,10,107,1,19,0,1,7,2.25,41.8,0,0,0.810930216,,,,4.672828834,1,0
1,65,45,1,25,67,5,13,0,1,2,9.85,671.2,0,0,2.287471455,3.319625728,3.583518938,,4.204692619,3,0
3,8,45,0,1,37,4,0,0,0,1,4.65,64.45,1,1,1.53686722,3.467297183,,,3.610917913,2,1
2,1,20,0,1,21,2,0,0,1,2,0.9,0.9,0,1,-0.105360516,3.171784217,,,3.044522438,1,1
3,42,58,0,7,22,1,4,0,1,1,3.6,166.75,0,0,1.280933845,,,,3.091042453,2,0
1,4,25,1,3,71,3,3,0,1,5,3.6,14.95,1,1,1.280933845,3.356897123,,,4.262679877,1,0
3,17,35,0,4,77,3,8,0,1,1,8.1,144.4,0,0,2.091864062,,,,4.343805422,3,0
2,8,24,1,1,18,4,0,0,1,5,2.95,16.8,1,1,1.08180517,3.671224519,2.995732274,3.535145354,2.890371758,4,1
1,49,37,1,17,50,2,12,0,1,2,4.2,243.1,0,0,1.435084525,,2.803360381,,3.912023005,2,0
1,56,46,1,21,33,4,7,0,0,2,22.7,1257.4,1,1,3.122364924,3.493472658,2.140066163,,3.496507561,2,0
1,62,57,1,21,94,1,22,0,0,2,11.95,757.6,0,1,2.480731278,,3.970291914,,4.543294782,4,0
2,42,57,1,25,209,1,40,0,1,4,9.45,383.45,0,0,2.246014742,,2.397895273,,5.342334252,1,0
1,13,32,0,7,31,4,5,0,0,2,5.05,64.85,0,0,1.619388243,,2.351375257,3.148453361,3.433987204,3,0
1,69,46,1,18,66,2,19,0,0,4,21.85,1589.1,0,0,3.084200922,,3.839452313,,4.189654742,2,0
2,45,59,0,14,51,1,15,0,0,2,5.95,236.3,0,0,1.78339122,,1.658228077,,3.931825633,1,0
2,66,42,1,18,118,2,20,0,0,2,26.8,1774.75,0,0,3.288401888,,3.079613758,,4.770684624,2,0
2,15,35,0,10,25,2,3,0,0,1,4.75,41.4,1,1,1.558144618,3.063390922,,,3.218875825,1,1
1,41,44,1,1,59,3,21,0,1,3,12.1,479.95,1,1,2.493205453,3.804437795,3.198673118,,4.077537444,2,0
2,11,20,0,1,20,2,0,0,1,1,4.75,48,1,1,1.558144618,3.6519561,2.602689685,3.75419892,2.995732274,4,1
3,45,30,1,0,63,5,4,0,0,4,7.1,314.8,1,1,1.960094784,3.682609841,2.803360381,3.928880122,4.143134726,4,1
1,52,62,0,23,36,4,17,0,0,1,13.35,709.25,0,0,2.591516385,,2.917770732,,3.583518938,1,0
1,42,56,0,24,72,4,18,0,1,1,8,336.9,1,1,2.079441542,3.650658241,3.020424886,3.690128674,4.276666119,4,0
2,48,35,0,11,50,1,16,0,0,3,12.85,622.75,0,0,2.553343811,,2.833213344,,3.912023005,3,0
3,4,31,0,5,39,2,5,0,0,2,4.9,19.65,1,1,1.589235205,3.726897521,2.302585093,3.594568775,3.663561646,4,1
3,53,64,1,10,54,2,20,0,1,2,9.65,483.55,1,1,2.266957915,3.934762492,3.979681654,4.314817885,3.988984047,4,0
3,1,59,0,4,9,1,4,1,0,1,3.8,3.8,0,0,1.335001067,,3.020424886,,2.197224577,3,0
3,19,30,1,10,33,4,1,0,0,3,4.05,79.45,1,1,1.398716881,3.45946629,,,3.496507561,4,0
2,33,30,0,11,28,1,9,0,0,1,7.4,246.55,0,0,2.00148,,,,3.33220451,1,0
3,42,36,1,14,44,2,11,0,0,3,7,321.95,0,0,1.945910149,,,3.261935314,3.784189634,3,0
1,60,32,0,12,34,4,4,0,1,2,23.95,1513,0,0,3.175968324,,2.302585093,,3.526360525,2,0
2,57,51,1,7,68,4,18,0,1,3,16.05,930.4,0,0,2.77570885,,2.1102132,,4.219507705,3,0
1,64,39,0,5,37,1,9,0,0,1,10.2,640.75,0,0,2.32238772,,2.862200881,,3.610917913,1,0
2,28,20,1,1,18,3,0,0,0,3,7.7,190.05,1,1,2.041220329,3.660994251,,3.465735903,2.890371758,4,0
1,29,35,1,10,55,2,7,0,0,4,15.65,477.95,0,0,2.750470917,,3.425889994,,4.007333185,3,1
1,46,31,1,12,21,1,5,0,0,5,8.95,369.95,0,0,2.191653532,,2.224623552,,3.044522438,3,0
1,22,41,1,9,29,3,11,0,0,4,12.75,274.85,0,0,2.545531272,,,,3.36729583,1,1
2,10,56,0,26,9,2,6,1,0,2,3.2,36.9,0,0,1.16315081,,,,2.197224577,1,0
3,50,41,0,16,138,2,18,0,1,1,12.35,585.05,0,1,2.513656063,3.326832966,2.674148649,,4.927253685,2,1
1,55,65,0,34,28,4,12,1,1,1,18.6,1007.3,0,0,2.923161581,,2.691243083,3.718438256,3.33220451,4,0
2,15,54,0,7,62,1,11,0,0,1,3.15,54.25,0,0,1.147402453,,,,4.127134385,1,0
1,31,32,1,13,37,3,8,0,1,3,4.6,140.55,1,0,1.526056303,,2.1690537,4.033355291,3.610917913,4,0
3,5,44,0,5,83,1,16,0,1,1,4.65,12.3,0,0,1.53686722,3.228826156,,,4.418840608,2,1
2,69,63,0,28,168,1,43,0,1,2,14.5,1020.3,0,0,2.674148649,,2.90416508,,5.123963979,3,0
2,26,27,1,4,33,4,1,0,0,6,5.85,114.55,1,1,1.766441661,3.748326913,2.583997552,3.530762586,3.496507561,4,1
3,10,33,1,2,66,3,9,0,1,4,7.1,59.3,1,0,1.960094784,,3.228826156,,4.189654742,1,1
1,26,30,0,9,18,4,1,0,0,3,7.25,171.85,0,0,1.981001469,,3.481240089,,2.890371758,4,1
3,25,30,0,0,20,1,4,0,1,1,8.55,215.95,0,0,2.145931283,,2.740840024,,2.995732274,3,0
3,30,23,1,4,19,3,1,0,0,4,7.9,253.05,1,1,2.066862759,3.561046083,3.314186005,,2.944438979,2,0
1,21,39,1,7,25,2,1,0,0,4,8.5,175.3,0,0,2.140066163,,2.995732274,3.442019376,3.218875825,3,0
